guide_slug,group,category,subcategory,business_name,address,city,state,zip,phone,website,email,description,editorial_blurb,tier_2026,accepting_new_patients,serves_pediatrics,offers_military_discount,tags,needs_research,notes
newcomer-guide,Family Activities,Parks,,Vaughn Road Park,3620 Vaughn Road,Montgomery,AL,36106,(334) 625.2300,funinmontgomery.com,,"Boundless playgrounds, tennis courts and walking trails and large open play space.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Parks,Dog-Friendly Parks,Cooter's Pond,1844 Cooter's Pond,Prattville,AL,36066,(334) 595.0800,prattvilleal.gov,,Located on the banks of the river.  Fenced in area for your pups to play with shade and fountains.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Parks,Dog-Friendly Parks,Hannah Daye Ridling Bark Park,6055 Vaughn Road,Montgomery,AL,36116,(334) 625.2300,funinmontgomery.com,,5 acre park made especially for your furry pet.  Separate areas for large and small dogs. Benches and shade available.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Parks,Dog-Friendly Parks,Rotary Dog Park,Rotary Street,Montgomery,AL,36104,(334) 625.2300,funinmontgomery.com,,Dog park located downtown near the Riverfront.  Features water fountains dog sized and separate areas for large and small dogs.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Alabama Shakespeare Festival,1 Festival Drive,Montgomery,AL,36117,1 (800) 841.4273,asf.net,,A beautiful vision built by one of the locals. People from all over come to visit ASF and enjoy many of the plays throughout the year.,,free,,,YES,military-discount,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Capri Theatre,1045 East Fairview Avenue,Montgomery,AL,36106,(334) 262.4858,capritheatre.org,,One of the oldest remaining theatres in Montgomery. Please check our website for playlist.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Cloverdale Playhouse,960 Cloverdale Road,Montgomery,AL,36106,(334) 262.1530,cloverdaleplayhouse.org,,Performing arts center in Montgomery located in the Cloverdale Historic District. Educational programs available in theatre.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Davis Theatre for Performing Arts,251 Montgomery Street,Montgomery,AL,36104,(334) 241.9567,Facebook: Troy University's Davis Theatre,,Beautiful historic theatre that hosts a variety of live performances throughout the year.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Montgomery Performing Arts Center,201 Tallapoosa Street,Montgomery,AL,36104,(334) 481.5100,mpaconline.org,,Large auditorium located in the Renaissance Hotel for traveling performers and artiste. Please visit our website for concert and performance dates.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Pike Road Theatre Company,,Pike Road,AL,36064,(334) 414.0193,pikeroadtheatrecompany.org,,"Community Theatre offering educational and performance opportunities for aspiring community artists, while growing audiences through quality theatre.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Prattville Cultural Arts Center: Way Off Broadway Theatre,203 West 4th Street,Prattville,AL,36067,(334) 595.0850,prattvilleal.gov,,Community theatre in Prattville that puts on several performances a year.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Activities,Performing Arts & Theatre,,Wetumpka Depot Players,300 South Main Street,Wetumpka,AL,36092,(334) 868.1140,wetumpkadepot.com,,Live performances by local actors.  Junior group performances.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Family Services,Family Photographers,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. HIGH-FIT advertiser. Newcomer families almost universally book a ""we just moved"" family photo session. Identify 5-10 local family photographers."
newcomer-guide,Family Services,Home Services,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. HVAC (essential for Alabama summer), home cleaning, lawn care, pool services, pest control"
newcomer-guide,Family Services,Moving & Storage Companies,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. Local movers, storage facilities, packing services"
newcomer-guide,Family Services,Real Estate Agents,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,NEW SECTION. TOP advertiser fit. Identify family-focused realtors. Section sponsor opportunity available.
newcomer-guide,Family Shopping,Consignment & Resale,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,NEW SECTION. Children's consignment shops popular with families. 3-5 entries.
newcomer-guide,Family Shopping,Kids Clothing Boutiques,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW GROUP. Local kids clothing stores, boutiques. 5-8 entries."
newcomer-guide,Family Shopping,Maternity & Baby Specialty,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. Maternity stores, baby gear, nursery furniture"
newcomer-guide,Family Shopping,Toy Stores & Family Bookstores,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,NEW SECTION. 3-5 entries.
newcomer-guide,Food & Dining,Farmers Markets,,Fairview Farmer's Market,486 West Fairview Avenue,Montgomery,AL,36105,(334)263.7759,,,"Local vendors. Fruits, vegetables and other goods.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Farmer's Market at the Shoppes at Eastchase,7274 Eastchase Parkway,Montgomery,AL,36117,(334) 279.6046,,,"May-Sepember only. Local vendors with flouwers, vegetables and more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Handey's Farm Market,254 Handey Farm Road,Montgomery,AL,36117,(334) 215.3783,,,Local farm that sells their homegrown items.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Ingram's Farmers Market,3740 Magnolia Drive,Millbrook,AL,36054,(334) 517.4682,,,"Local Market that sells produce, food, dessert and plants.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Mama's Produce,1154 S. Memorial Drive,Prattville,AL,36104,(334) 3675.5400,,,"Wide selection of fruit, vegetables, plants, eggs and more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Millbrook Farmer's Market,3199 Main St.,Millbrook,AL,36054,(334) 285.6428,,,"Fresh produce, baked goods, plants and flowers.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Montgomery Curb Market,1004 Madison Ave.,Montgomery,AL,,(334) 263.6445,,,"Local vendors selling a wide variety of produce, baked goods and handcrafted items.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Oakview Farms,1388 Price Road,Wetumpka,AL,36092,(334) 300.2737,,,"Family run and operated. Sells a wide variety of fresh farm produce, grain, eggs and much more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Prattville/Autagua Farmers Market,332 Doster Road,Prattville,AL,36067,(334) 595.0850,,,"Wide variety of fresh farm produce, handmade soaps and more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,State Farmer's Market,1655 Federal Drive,Montgomery,AL,36107,(334) 272.8425,,,"Large market that sells fresh produce, fruit, peas, home canned goods, jellies, jams and more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Sweetcreek Farmer's Market,85 Meriwether Road,Pike Road,AL,36064,(334) 280.3276,,,"Local produce, fresh baked goods, small café, good music and more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Triple C Farms Alabama,1925 US Hwy 31N,Millbrook,AL,36054,(334) 832.0392,,,Supports local farmers. Offers a wide variety of fresh produce and handcrafted items.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Farmers Markets,,Wetumpka Farmer's Market,,Wetumpka,AL,36092,(334) 567.5147,,,"Fresh produce, beautiful scenery.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Applebee's,All locations,River Region,AL,,,applebees.com,,Wide variety of American foods.  $1.99 kids meals after 5 p.m. on Wednesdays.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Baumhower's Victory Grille,All locations,River Region,AL,,,baumhowers.com,,Sports pub with wings.  Kids eat free on Tuesdays with purchase of $10 adult entrée and is limited to 1 child per adult.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Beef O' Brady's,2776 Legends Pkwy.,Prattville,AL,36066,(334) 290.9962,beefobradys.com,,Irish type pub.  One Free kids meal for kids under 12 with the purchase of one regular priced adult meal on Monday from 4-8 p.m.  Dine in-only.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Bruster's Ice Cream,All locations,River Region,AL,,,brusters.com,,"Large selection of ice cream, cakes and pies.  Kids under 40? get a free baby cone.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Burger Fi,7413 Eastchase Pkwy,Montgomery,AL,36117,(334) 356.8645,burgerfi.com,,"Committed to serving the best burger experience. We also serve shakes, fried, hot dogs and more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Capitol Oyster Bar,617 Shady Street,Montgomery,AL,36104,(334) 239.8958,capitoloysterbar.com,,We offer the best seafood and view in town. Come visit us and  enjoy our live entertainment.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Captain D's,All locations,River Region,AL,,,captainsds.com,,Grilled and fried seafood.  Get 2 free kids meals with any regular priced adult purchase on Thursday's.  Dine-in only.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Cava,All locations,Montgomery,AL,,,cava.com,,"Mediterranean culinary brand with a healthy fast-casual restaurant experience featuring customizable salads, pitas, juices, dressings, & dips.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Chappy's Deli,River Region,River Region,AL,,(334) 279.1226,chappysdeli.com,,"We have several locations in Montgomery and Prattville. Large selection of foods from burgers off the grill, signature sandwiches or salads. Free meals for children under 6 daily. Kids 6-12 eat for only $2.50.  Free mini icecream after meal.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Chicken Salad Chik,All locations,River Region,AL,,,chickensaladchik.com,,Delicious selection of chicken salad. Offers free meals for kids 10 and under on Tuesdays.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Chris's Hotdogs,138 Dexter Avenue,Montgomery,AL,36104,(334) 265.6850,chrishotdogs.com,,Old style mom & pop diner that is known for its chili cheese dogs.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,CiCi's Pizza,All locations,River Region,AL,,,cicis.com,,"Pizza, salad and dessert buffet. Kids under 3 eat free.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,City Grill,5251 Hampstead High Street,Montgomery,AL,36116,(334) 244.0960,Facebook: City Grill,,Upscale dining in a casual atmosphere.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Cuco's,11123 Chantilly Pkwy.,Pike Road,AL,36064,(334) 271.3528,cucosmexicancafe.com,,Mexican style café. Kids eat free on Tuesday.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Dreamland BBQ,7900 Vaughn Road,Montgomery,AL,36116,(334) 273.7427 or (334) 239.8228,dreamlandbbq.com,,Try us for our famous BBQ and sauce. We also offer locally brewed craft beer from the Rail Yard.  Free meals for kids on Sundays with the purchase of an adult entrée.,,free,,,YES,military-discount,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,El Patron Mexican Grill,2152 Cobbs Ford,Prattville,AL,36066,(334) 285.2120,"orderelpatron,com",,Mexican Grill.  Kids eat free with paying on adult on Mondays.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Fazoli's,7123 Eastchase Pkwy.,Montgomery,AL,36117,(334) 239.9109,fazolis.com,,Italian style food. Kids eat free on Tuesdays with paying adult.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Green Papaya,409 Coliseum Blvd.,Montgomery,AL,36109,(334) 395.7654,greenpapayacuisine.com,,Authentic Lao-Thai cuisine and experience.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,IHOP,All locations,River Region,AL,,,Ihop.com,,Known for our pancakes but serve other American diner style meals.  Kids 12 and under eat free from the kids menu with each adult meal. Drinks not included.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Jalapeno's,All locations,River Region,AL,,,losjalapenosmgm.com,,Mexican menu. Child eats free on Monday's with the purchase of adult meal.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Jason's Delli,1520 Eastern Blvd,Montgomery,AL,36117,(334) 409-9890,jasonsdeli.com,,"Honored as the best family restaurant in America by Parents magazine, we’re famous for delicious sandwiches, crisp salads, and more quick, quality meals made with fresh ingredients and no artificial trans fats, MSG, high-fructose corn syrup, or artificial colors and dyes!",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Lek’s Railroad Thai Restaurant,300 Water St,Montgomery,AL,36104,(334) 269-0708,Facebook: Lek's Railroad Thai,,"Thai destination offering up curry, noodle dishes & sushi in a historic Union Station building.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Logan's Roadhouse,2775 Legends Parkway,Prattville,AL,36066,(334) 285.9900,logansroadhouse.com,,American food and cocktails.  1 free kids meal per adult entrée purchase on Wednesdays.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Martin's,1796 Carter Hill Road,Montgomery,AL,36106,(334) 265.1767,Facebook: Martins Restaurant,,Longtime local family restaurant with southern comfort food.  Known for our fried chicken.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,McAlister's Deli,2747 Legends Pkwy.,Prattville,AL,36066,(334) 285.3334,mcalistersdeli.com,,"Known for its sandwiches, baked potatoes and tea.  Kids eat everyday for $.99",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Mellow Mushroom,9559 Vaughn Road,Pike Road,AL,36104,(334) 593.7070,mellowmushroom.com,,"Pizza, calzones and more in the perfect location.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Midtown Pizza,All locations,River Region,AL,,,mpkmontgomery.com,,"Pizza, Pasta, sandwiches and more! Casual dining experience for good food with friends.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Nancy's Italian Ice,7976 Vaughn Road,Montgomery,AL,36116,(334) 356.1403,nancysice.com,,16 flavors of Italian ice served everyday. We also have cupcakes and gelato.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Pannie George's,450 North Court Street,Montgomery,AL,36104,(334) 386.9116,panniegeorgeskitchen.com,,Home Style Southern Cuisine.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Pies & Pints,7216 Eastchase Pkwy,Montgomery,AL,36117,(334) 694.9161,piesandpints.net,,"Awesome food, refreshing craft beer, and great service.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Pizza Perfect,428 Coliseum Blvd.,Montgomery,AL,36109,(334) 244.7721,Facebook: Pizza Perfect Montgomery,,Thin crust pizzas cooked to order and buffet.  Tuesdays after 5 p.m. kids eat free from buffet with adult buffet purchase.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Red Robin,7005 Eastchase Pkwy.,Montgomery,AL,36117,(334) 396.1078,redrobin.com,,American style grub. Kids eat for $1.99 with the purchase of an adult entrée on Thursdays.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Saza's,130 Commerce Street,Montgomery,AL,36104,(334) 495.7292,sazapizza.com,,Serious Italian food in a hip atmosphere. Walking in awakens your taste buds.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Seafood Bistro,1651 Perryhill Road,Montgomery,AL,36106,(334) 279.7500,theseafoodbistro.com,,Cajun seafood at its best and is sure to delight your senses.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Shashy's Fine Foods,1700 Mulberry Street,Montgomery,AL,36106,(334) 263.7341,shashysbakery.com,,Home-style southern food + cakes & pastries.  We cater.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Sinclair's East,7847 Vaughn Road,Montgomery,AL,36116,(334) 271.7654,sinclairsrestaurants.com,,"Steaks, fish, salads, pasta or southern styled meals served.  5 Kid's meals to choose from.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Sol Restaurante,3962 Atlanta Highway and 9539 Vaughn Road,Montgomery and Pike Road,AL,36109,(334) 593.8250 and (334)593.7984,solrestaurante.getbento.com,,Authentic Mexican dishes served in a relaxing atmosphere.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Sommer's Place,7972 Vaughn Road,Montgomery,AL,36116,(334) 279.5401,sommersplace.com,,"Fine selection of fresh sea fish, seafood, southern cooking and more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Sweetcreek Farm Market & Café,85 Meriwether Road,Pike Road,AL,36064,(334) 280.3276,Facebook: SweetCreek Farm Market,,Farm to table eatery with local fresh produce and signature sandwiches.  Kids eat free in the café on Tuesdays with a purchase of an entree.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Texas Roadhouse,River Region,River Region,AL,,,texasroadhouse.com,,American fare with a southwestern spin.  Kids eat for $2.99 with purchase of adult entrée after 4 p.m. on Thursday's.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,The Juicy Crab,6814 Eastchase Pkwy,Montgomery,AL,36117,(334) 416.8266,thejuicycrab.com,,Wide variety of seafood dishes. Please visit our website for menu options.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,The Little Donkey,All locations,River Region,AL,,,thelittledonkey.com,,Farm to table style Mexican food.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,The Wharf Casual Seafood,6945 Eastchase Loop and 3954 Atlanta Hwy.,Montgomery,AL,36117,(334) 593.1850 and (334) 676.3200,wharfcasualseafood.com,,Large selection of seafood entrees.  Kids choose a free meal from the kids menu with the purchase of an adult entrée on Thursday's.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Tipping Point,5015 Hampstead High Street,Montgomery,AL,36116,(334) 260.9110,tippingpointhampstead.com,,"A local hangout where you can enjoy food, drinks and fun with the whole family.  Garden area for  your kids and dogs to play in while you enjoy the patio.  We offer an extensive selection of craft beer and good eats.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Food & Dining,Restaurants,,Wishbone Café,7028 Atlanta Hwy.,Montgomery,AL,36117,(334) 244.7270,wishbone-café.com,,A true foodie's paradise serving creole cuisine.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Hospitals,Montgomery,Baptist Medical Center East,400 Taylor Road,Montgomery,AL,36117,(334) 277.8330,baptistfirst.org,,,,featured,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Hospitals,Montgomery,Baptist Medical Center South,2105 E. South Boulevard,Montgomery,AL,36116,(334) 288.2100,baptistfirst.org,,,,featured,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Hospitals,Montgomery,Jackson Hospital,1725 Pine Street,Montgomery,AL,36106,(334) 293.8000,jackson.org,,,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Hospitals,Montgomery,VA Medical Center,215 Perry Hill Road,Montgomery,AL,36109,(334) 272.4670,centralalabama.va.gov,,,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Hospitals,Prattville,Prattville Baptist Hospital,124 S. Memorial Drive,Prattville,AL,36067,(334) 365.0651,baptistfirst.org,,,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Hospitals,Wetumpka,Elmore Community Hospital,500 Hospital Drive,Wetumpka,AL,36092,(334) 567.4311,ivycreekhealth.com,,,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Mental Health & Family Counseling,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. Family therapists, child therapists, marriage counseling, faith-based counseling, group therapy practices"
newcomer-guide,Healthcare,Physical Therapy & Sports Medicine,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. Includes Kingry Orthopedics (if applicable), Southern Ortho, sports medicine, kids/teen athletic injury rehab. Add Kingry Orthodontics is dental — different. Verify which Kingry Jason meant."
newcomer-guide,Healthcare,Urgent Care,Millbrook,Ivy Creek Family Care,4081 Hwy  14,Millbrook,AL,36054,(334) 285.3222,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Millbrook,Main Street Famiy Care,1401 State Hwy 14,Millbrook,AL,36054,(334) 310.6059,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,American Family Care,4305 Atlanta Hwy.,Montgomery,AL,36109,(334) 323.2260,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,American Family Care - Eastchase,2570 Berryhill Road,Montgomery,AL,36117,(334) 323.1330,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,American Family Care - Taylor Crossing,34 Taylor Road North,Montgomery,AL,36117,(334) 323.1510,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,American Family Care - Vaughn Road,2815 Eastern Blvd.,Montgomery,AL,36116,(334) 323.2050,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,KidsStreet Urgent Care,3039 Vaughn Road,Montgomery,AL,36106,(334) 513.7819,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,OurMed Urgent Care,9188 Eastchase Pkwy.,Montgomery,AL,36117,(334) 801.9100,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,The Jackson Clinic Family Medicine Center and Urgent Care,"1801 Pine Street, Ste 103",Montgomery,AL,36106,(334) 240.2334,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,The Jackson Clinic Family Medicine Dalraida,4035 Atlanta Hwy.,Montgomery,AL,36109,(334) 603.8708,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Montgomery,The Jackson Clinic Family Medicine Midtown,4150B Carmichael Road,Montgomery,AL,36106,(334) 293.8282,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Prattville,Central Alabama Primary and Urgent Care,645 McQueen Smith Rd. N,Prattville,AL,36066,(334) 380.3714,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Prattville,The Jackson Clinic Family Medicine,701 McQueen Smith Rs. S,Prattville,AL,36066,(334) 351.2040,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Prattville,The Jackson Clinic Primary Care,204 Medical Center Drive,Prattville,AL,36066,(334) 361.3090,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Prattville,The Jackson Clinic Urgent Care and Multi Specialty Clinic,1840 East Main St.,Prattville,AL,36066,(334) 595.8610,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Wetumpka,River Oak Medical,277 Huntress St.,Wetumpka,AL,36092,(334) 567.3309,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Wetumpka,The Jackson Clinic Multi-Specialty Clinic,277 Huntress St.,Wetumpka,AL,36092,(334) 293.8888,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Urgent Care,Wetumpka,Wetumpa Urgent Care,11 Cambridge Drive,Wetumpka,AL,36092,(334) 567.8633,,,,,free,,VERIFY,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Women's Health & OBGYN,,Central Alabama Ob-gyn Associates,2024 Chestnut Street,Montgomery,AL,36106,(334) 265.3543,,,"Specializing in gynecology and obstetrics, female infertility and surgery.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Women's Health & OBGYN,,Montgomery Women's Health Associates,"470 Taylor Road, Suite 300",Montgomery,AL,36117,(334) 281.1191,montgomerywomenshealth.com,,"Specializing in routine and high risk prenatal care, including non-invasive prenatal testing.  Ultrasounds, nonstress testing and biophysical testing done in office.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Women's Health & OBGYN,,OB-GYN Associates,"495 Taylor Road, Montgomery and 630 McQueen Smith Road, Prattville",Montgomery and Prattville,AL,36117,(334) 279.9333,obgynmontgomery.com,,"For over 20 years, our medical practice has provided health care for women of all ages in Montgomery and the surrounding areas.  At OB/GYN Associates of Montgomery we provide up-to-date comprehensive obstetric and gynecologic services in high risk and normal risk pregnancy, infertility, incontinence, pelvic prolapse, menopause, abnormal pap smears, menstrual problems, birth control, endometriosis, pelvic pain, and weight loss. Our talented and personable doctors and staff offer individualized care at three practice locations. We are equipped with some of the latest technology to better and more efficiently serve you.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Healthcare,Women's Health & OBGYN,,Physicians for Women,"287 Mitylene Park Drive, Montgomery and 645 McQueen Smith Road",Montgomery and Prattville,AL,36117,(334) 290.4200 and (334) 491.4200,mypfw.com,,"Specializing in gynecology and obstetrics, female infertility and surgery.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Mom Self-Care,"Fitness, Yoga & Pilates",,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. Mom-focused fitness studios, family-friendly gyms, yoga, Pilates. 8-12 entries."
newcomer-guide,Mom Self-Care,Hair Salons & Beauty,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,NEW GROUP. Mom-friendly salons. 8-12 entries.
newcomer-guide,Mom Self-Care,Mental Wellness for Moms,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. Mom-focused therapists, support groups. May overlap with Healthcare > Mental Health."
newcomer-guide,Mom Self-Care,Nail Salons & Spas,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,NEW SECTION. 5-8 entries.
newcomer-guide,Pediatric Care,Pediatric Dentists & Orthodontists,,Dentistry for Children,"7047 Halcyon Summit Drive, Montgomery and 68 Village Loop, Wetumpka",Montgomery & Wetumpka,AL,36117,(334) 277.6830,chew-chewtrain.com,,"We provide comprehensive dental care to infants, children, adolescents and special needs patients.",,featured,,,,,,2025 entry — verify for 2026
