advertiser,category,business,address,city,state,zip,phone,website,email,ages,description
,Education/Science/Technology Camps,ACT Bootcamp,608 East Fairview Ave.,Montgomery,AL,36106,(334) 524-7371,https://leestestprep.com,,Ages 14 to adult,"ACT Boot Camp: June 8-12 and July 6-10. Lee Gonet's unique method of having students take multiple practice tests, individually rework missed problems, and then review error types in group settings improves students' scores dramatically, increasing ACT composites from 2 to 12 points in just a week's time. This intensive prep class is Monday through Friday, includes book, practice tests, handouts, water, snacks, and 40 hours of testing and instruction."
,Education/Science/Technology Camps,Mathnasium Summer Power Math Workout Programs,3453 Malcolm Drive (Taylor Road at Billingsley Place Promenade),Montgomery,AL,36117,(334) 521-8327,https://mathnasium.com/eastmontgomery,,2nd-12th Grade,"Mathnasium in the Summertime Solidify foundations, improve understanding, and get ahead on next year's concepts in a fun, low-pressure environment."
,Educational/Training/Miscellaneous,Churchill Academy,265 McGehee Road,Montgomery,AL,36111,(334) 625-8252,https://churchillacademyinc.org,,Grades K-12,Tutoring available for summer. Grades K-12. One-on-one tutoring. Call for rates. Times at parents' convenience. Location provided by age.
,Educational/Training/Miscellaneous,Enjoy Learning Center,"2801 Vaughn Plaza Rd., Suite H",Montgomery,AL,36116,(334) 625-9535,https://enjoylearningcenter.com,,Ages 4+,"One-on-one tutoring for ages 4 to adult. Math, science, reading, comprehension, phonics, spelling, writing, graduation exit exam, ACT and SAT. Certified, skilled teachers. Credit/debit cards accepted."
,Educational/Training/Miscellaneous,Huntington Learning Center,"3251 Malcolm Drive,",Montgomery,AL,36116,(334) 277-9200,https://huntinghelps.com,,Ages 5+,"Individual testing and tutoring in reading, study skills, writing, phonics, spelling, math and ACT/SAT prep, GED and exit exam. Students ages 5 - adult."
,Educational/Training/Miscellaneous,MasterRead,2815-C Zelda Rd.,Montgomery,AL,36106,(334) 271-6295,,,Grades K-12,"Grades K-12 individual tutoring. Sessions for reading, comprehension, phonemic awareness, phonics, math, composition, spelling, study skills and ACT/SAT preparation and Exit Exam preparation."
,Educational/Training/Miscellaneous,Montgomery Catholic Preparatory Summer Camps,5350 Vaughn Road,Montgomery,AL,36116,(334) 272-7221,https://montgomerycatholic.org,,Age varies by camp,"Middle and High School VEX V5 Robotics: June 16-18 Middle School VEX IQ Robotics: July 7-9 Junior Engineers Summer Camp: July 14-16, Maker's Space Summer Camp: July 21-23. Please call for more information."
,Educational/Training/Miscellaneous,Summer School & Tutoring at Success Unlimited,4500 Vaughn Road,Montgomery,AL,36116,(334) 213-0803,https://suacademy.com,,Age varies,"Summer School, June 2-July 23. Call now to enroll. Enrollment is limited. Dress code required. Tutoring offered at various dates and time. All grade levels. One on one time and Small Groups."
,Educational/Training/Miscellaneous,Summer Shows,1010 Forest Ave.,Montgomery,AL,36106,(334) 625-4799,Facebook under Gayle Planetarium,,,Running two shows through the summer. The shows play on Saturdays. Please call for more details and times.
a,Horseback Riding/Equestrian Camps,Riverview Camp for Girls,757 County Road 614,Mentone,AL,35984,(800) 882-0722,https://riverviewcamp.com,,Age varies by camp,"May 31 - July 24. Short Term 1-week sessions Long Term 2-week sessions Riverview is embraced by tall graceful pines and billowing hardwoods, nestled into a bend of Little River atop Lookout Mountain. Beautiful flower gardens grow along the pebble pathways and building entrances throughout the campground. Girls live in simple yet lovely rustic cabins with the modern conveniences necessary to make camping comfortable. Other: ACA accredited. Free video and catalog. Non-denominational Christian camp. More than 15 activity choices available, including daily horseback riding, climbing tower, pool, tennis courts and ropes course Ages: Girls Ages 6-16"
,Horseback Riding/Equestrian Camps,MANE's Unified Summer Camp,3699 Wallahatchie Road,Pike Road,AL,36064,(334) 213-0909,https://maneweb.org,,Ages 4-14,"4 weekly Camp sessions. Cost $250 per week. May 26-28, June 2-4, June 16-18 and June 23-25."
,Horseback Riding/Equestrian Camps,Valley View Ranch Equestrian Camp for Girls,606 Valley View Ranch Road,Cloudland,GA,30731,(706) 862-2231,https://valleyviewranch.com,info@valleyviewranch.com,"Girls, 8-17","1-1 Week session, 3 Two Week sessions and 1-3 week session offered. Horse lovers' paradise since 1954! A'top Lookout Mountain, for 50 girls, 600 acres, English, Western, Barrels, Vaulting, and Trails. CHA instructors teach beginner to advanced riders. Spend 4-6 hours daily with your OWN camp horse. The Jones family are third generation horse lovers, camp administrators, and equine educators making girls dreams come true!"
,Libraries,Autauga Prattville Public Library,254 Doster Street,Prattville,AL,,(334) 365-3396,appl.info,applkids@bellsouth.net,Age varies by camp,Preregister at any Autauga Prattville Public Library Branch Today! The Summer Reading Program is to encourage reading throughout the summer months. Children going into grades preschool-6th grade are invited to participate.
,Libraries,Millbrook Library,3650 Grandview Road,Millbrook,AL,,(334) 285-6688,,,Ages 4-12,Summer Reading Program for Ages 4-12; The Summer Reading Programs is to encourage reading though out the summer months and enjoy different adventures and travel to exciting places.
,Libraries,Montgomery Library,,Montgomery,AL,,,,,Age varies by camp,Sign up for summer reading programs to be held at various locations. https://www.mccpl.lib.al.us/
,Libraries,Pike Road Library,,Pike Road,AL,,(334) 625-4886,,,Age varies by camp,Dates to be announced.
,Libraries,Wetumpka Library,"212 S. Main Street,",Wetumpka,AL,,(334) 567-1308,,,Age varies by camp,Summer program offered for grades 1 – 6. Meeting at Wetumpka Civic Center. Registration starts in May. Summer program offered for grades 7-12 and begins in June.
,Martial Arts,Camp NextGen at NextGen Martial Arts in Prattville,698 Old Farm Lane,Prattville,AL,36066,(334) 590-3759,https://nextgenmartialarts.com,todd@nextgenmartialarts.com,Age varies by camp,Dates to be announced.
,Martial Arts,Family Karate Center,8159 Vaughn Road,Montgomery,AL,36116,(334) 220-9319,,,Ages 2+,Kids Karate camp for summer program offered every day. Ages 2 years old and up.
,Martial Arts,Fleming's Martial Arts,5521 Wares Ferry Road,Montgomery,AL,36117,(334) 277-5425,https://flemingsmartialarts.net,,,Summer Camps all summer from June-July. Please call for more information.
,Martial Arts,Johnson Martial Arts Academy,1751 Eastern Blvd.,Montgomery,AL,36117,(334) 284-2344,https://johnsonsmartialartsacademy.com,,,Please call for more details.
,Martial Arts,Montgomery Judo Academy,1555 Eastern Blvd,Montgomery,AL,36117,(631) 767-8052,,,,"Your child will reach new heights when they learn judo the gentle way! Gain confidence, build character, and learn respect. Teaching kids, teens and adults."
,Martial Arts,Tiger Park Taekwondo and Chung's Taekwondo,3125 Bell Road,Montgomery,AL,36116,(334) 277-2627,https://tigerparktaekwondo.com,,,Classes for everyone Ages 3 to adult. We run specials often so please call or check our website for specials.
,Martial Arts,Tiger-Rock Taekwondo Academy,2750 Bell Road,Montgomery,AL,36117,(334) 244-1465,https://tigerrockmartialarts.com,,,Find Your Focus through traditional Taekwondo. Please call for more information regarding Summer Programs.
,Recreation,Doster Center,424 South Northington Street,Prattville,AL,36067,(334) 361-3640,https://prattvilleal.gov,,Age varies,Swim lessons and swim team (enrollment limited). Registration begins May 1st. Swim Team is affiliated with YMCA. Please call for more information.
,Recreation,YMCA Goodtimes Center,"2325 Mill Ridge Drive, Montgomery",Montgomery,AL,36117,(334) 279-8666,https://ymcamontgomery.org,,Ages 5-11,"The YMCA Goodtimes program is designed to give our participants an active way to enjoy the summer, with daily devotions, swim lessons, a water park pool, organized indoor and outdoor games and creative activities. Ages 5 yrs. - 11 yrs. Non- members $160 and Members $120; $50 non-refundable registration fee for non-member and members."
,Skating,2211 Ultimate Playzone,3541 McGehee Road,Montgomery,AL,36111,(334) 593-7180,https://2211ultimateplayzone.com,,,Summer Hours are Tuesday thru Friday from 1 P.M. Summer Open Skate - $8 ( includes skate and entry) Please visit our website for more information.
,Skating,Skate Zone Wetumpka,88 Red Eagle Pkwy.,Wetumpka,AL,36092,(334) 567-4434,Facebook under Skate Zone Wetumpka,,,Please call for Summer hours and rates. Please visit us on Facebook under Skate Zone 2000.
a,Sports Camps,Faulkner University Baseball Camp,5345 Atlanta Hwy.,Montgomery,AL,36109,(334) 386-7980,https://faulknerbaseballcamps.com,pmmccarthy@faulkner.edu,,"Whether you are a youth player looking to receive top instruction from a college coach, or you are a high school player hoping to hone your skills to reach the next level, we have something to offer you! All players must bring their own baseball equipment including sneakers/turf shoes in case of inclement weather. Youth Session I: June 8-11; Youth Session II: June 15-18; Youth Session III: June 22-25"
a,Sports Camps,Macon East Academy Sports Camps,15396 Vaughn Road,Cecil,AL,36013,(334) 277-6566,https://maconeast.net,,Age varies by camp,Elementary Softball Camp: June 16-18 (rising 2nd-6th grade); Elementary Baseball Camp: June 8-10 (rising 2nd-6th grade); Lady Knights Volleyball Camp: June 8-10 (rising 2nd-6th graders); Elementary Basketball Camp: June 22-24 ( rising 2nd-6th graders); Flag and PeeWee Football: August 4-6 (rising 4th-6th grade)
a,Sports Camps,Montgomery Academy,3240 Vaughn Road,Montgomery,AL,36106,(334) 272-8210,https://montgomeryacademy.org,info@montgomeryacademy.org,Age varies by camp,"Soccer Camp: Grades 1-6, June 1-5 Cheer Camp: Grades 1-6, June 2-4 Football Camp: Grades 2-6, June 8-10 Girls Basketball Summer Skillz Camp: Grades 3-5, June 9-11 Baseball Camp: Grades 1-6, June 15-17 Soccer Camp: Grades 1-6 Taekwondo Camp: Grades 1-5, June 23-25 Pass Set: Boom Daddy Volleyball Camp: Grades 4-7, July 6-8 Boys Basketball Camp: Grades 1-8, July 6-8 Sports Camps can be combined with Camp Eagle. Please visit our website for more information and pricing."
a,Sports Camps,Montgomery Catholic Preparatory Summer Camps,5350 Vaughn Road,Montgomery,AL,36116,(334) 272-7221,https://montgomerycatholic.org,,Age varies by camp,Baseball- June 9-11 Soccer - June 23-25 Basketball- 2-4 Volleyball- July 9-11 Softball- June 9-11 Cheer- July 21-23
a,Sports Camps,O'Connor Tennis Camps,500 Anderson Street,Montgomery,AL,36107,(334) 240-4884,https://oconnortenniscenter.com,bbradshaw10s@gmail.com,Age varies by camp,"Summer Camps Monday - Thursday Age 5-6; 9:00-10:00 AM Age 7-17; 9-11 a.m. $120 per week, $40 per day drop in. Dates: June 1-4, 8-11, 15-18, 22-25, July 6-9, 13-16, 20-23, 27-30."
a,Sports Camps,Saint James School Sports Camps,6010 Vaughn Road,Montgomery,AL,36116,"(334) 277.8033, ext. 145",https://stjmontgomery.org,,Age varies by camp,"Saint James School will continue its summer tradition of providing a variety of sports and cheerleader camps for young athletes. Printed information will be available soon and will include cost, age groups, and other pertinent information. See www.stjmontgomery.org more more details. Basketball (Girls): June 1-3 Baseball: June 1-4 Basketball (Boys) : June 8-11 Soccer (Girls): June 9-11 Softball: June 15-18 Runnung: July 16-18 Volleyball: July 6-8 Wrestling: July 7-9 Football: May 9 Cheer: July 20-23"
a,Sports Camps,Alabama/Auburn Football Camp,6010 Vaughn Road,Montgomery,AL,36116,(334) 277-8033,https://stjmontgomery.org,,Grades 1-12,"Train with SEC Legends. May 9th from 8:30 a.m. - 12:30 p.m. Featuring legends like: Kevin Jackson, Antonio Langham, Terry Jones Jr., Stan White, Chris Shelling and Ti Duckworth.$125 per player."
,Sports Camps,FC Montgomery Soccer Futsal,5334 Atlanta Hwy.,Montgomery,AL,36117,(334) 498-4625,https://fcmontgomery.com,registrar@fcmontgomery.com,Ages 7-13,Brazilian Soccer Futsal Indoor Camps (indoor/air conditioned) Coach Bruno (Former pro & College coach - Masters Phy. Ed.) Please check back on our website for dates.
,Sports Camps,Goldfish Swim School,,Montgomery,AL,36117,(334) 373-1690,https://goldfishswimschool.com,,,"Register for our Jump Start Clinics! They are a great and easy way to get children ready to swim or progress toward their next swim level. Weekly this summer: 5 consecutive 30-minute lessons. Same time, same instructor."
a,Sports Clinics,Trinity Sports Camps,1700 E. Trinity Blvd,Montgomery,AL,36106,(334) 213-2100,https://trinitywildcats.com,,Age varies by camp,"Athletic Camps Open to the Public Girls Basketball Camp: June 2-4 from 1:30 P.M. -3:30 P.M., 5th grade Boys Basketball Camp: July 6-9 from 9:00 A.M. - 12:00 P.M, 3rd-8th grade Baseball: June 15-17 from 8 A.M.-11 A.M., 1st-6th grade Cheer Camp: July 27-29 from 8:30 A.M. - 12 P.M., K3 - 6th grade Dance Camp: July 30-31 from 9 A.M.-12 P.M., K3 - 6th grade Please refer to the Trinity website to learn more at https://www.tpswildcats.com/summer-programs"
,Sports Clinics,Faulkner Sports Camps,5345 Atlanta Hwy.,Montgomery,AL,36109,(334) 386-7148,https://www.faulkner.edu,,Age varies by camp,Softball camp; Dates TBA Basketball camp; June 15-18 for Boys 5-18 and June 22-25 for boys 5-18 Football Camp; TBA Men's soccer; Dates TBA Women's Basketball; June 8-11
,Sports Clinics,Huntingdon College Sports Camps,1500 East Fairview Avenue,Montgomery,AL,36106,,https://huntingdon.edu,,Age varies by camp,"Baseball High School Showcase Skills Camp, Grades 9-12, ; May 16; Summer Kids Camp 1, June 22-25; Summer Kids Camp II, July 20-23. Basketball Men's Elite Camp: May 31 (grades 9-12th) Kids Camp 1, June 23-26; Kids Camp 2, July 21-24; Women's Elite Camp, August 22 (grades 9-12th); Women's Soccer I.D. Camp (Grades 9th-12th), July 25 ; Softball Camp: Prospect Camp, July 25 for ages 7-12 grade."
,Sports Clinics,YMCA Montgomery Soccer Complex,300 Brown Springs Road,Montgomery,AL,36117,(334) 641-0122,https://ymcamontgomery.org,msanchez@ymcamontgomery.org,Ages 13+,Please visit our website for dates and camps offered at our Sports Complex. For ages 13 +.
,Sports Clinics,Young Meadows Sports Camp,5780 Vaughn Road,Montgomery,AL,36117,(334) 244-1385,https://youngmeadows.org,,Grades K5-6th,"Sports Camp is our Vacation Bible School held June 1-5 from 9 a.m. until 2 p.m. for children ages K5 through 6th grade. Older youth and adults serve as volunteers in various areas -- guides, leaders, teachers, snacks, and a many other areas leading up to Sports Camp and following up with those children and their families who attend. Activities include sports activities, bible studies, snacks and fun! Sports Camp encourages participation from children in the community and the greater neighborhood area as well as members and their friends and relatives. For information or to volunteer, call at 312-1732"
a,Swim,Adventure Sports,1546 East Ann St.,Montgomery,AL,36107,(334) 269-3483,https://adventuresports2.com,,Ages 2+,Have your child swimming before Summer. Private swim lessons offered for ages 2 years to adult YEAR round. Indoor and outdoor pool available. Heated indoor pool for year round lessons. Pool parties offered.
,Swim,"Pratt Park, Prattville",460 Doster Road,Prattville,AL,36067,(334) 361-3640,https://prattvilleal.gov,,Age varies,Swimming lessons. Ages 6months to 36 months and 3 and up. Please call for rates and session dates. Maximum of 20 kids. No makeup days due to weather unless the whole session is canceled. Check with your local branch for times and costs.
,Swim,Swim Prep,2212 Howard Murfee Blvd.,Montgomery and Prattville,AL,36067,(334) 375-2023,https://swimprepllc.com,jeffrey@swimprepllc.com,Ages 6 months+,Private One-o-one swim lessons starting at 6 months. Maintenance and group classes offered after student has graduated our program. Please visit our website for more information and to register.
,Swim,YMCA Branches,,,,,,,,,"Summer Swim Leagues; Registration: Now until August 1st. YMCA Goodtimes Center 279.8878, 2325 Mill Ridge Drive, Montgomery. East YMCA, 3407 Pelzer Ave., 272.3390 Southeast YMCA, 3455 Carter Hill Rd.,262.6411 Kershaw YMCA, 2225 W. Fairview Ave., 265.1433 Bell Road YMCA, 2435 Bell Rd., 271.4343 Cleveland Avenue YMCA, 1201 Rosa Parks, 265.0566 Prattville YMCA, 600 Main Street, 365.8852 Wetumpka YMCA, Red Eagle Dr., 567.8282."
