advertiser,category,business,address,city,state,zip,phone,website,email,description
,Recreation and Enrichment,Disabled Sports USA,"451 Hungerford Drive, Suite 608",Rockville,MD,20850,(301) 217-0960,https://disabledsportsusa.org,,"Disabled Sports USA's mission is to provide national opportunities for individuals with disabilities to develop independence, confidence, and fitness through community sports, recreation and educational programs. Disabilities include those with visual impairments, amputations, spinal cord injury, multiple sclerosis, head injury, cerebral palsy, other neuromuscular/orthopedic conditions, autism and related intellectual disabilities."
,Recreation and Enrichment,Expressions of a BraveHeart,Expressions of a BraveHeart,Opelika,AL,36801,(334) 705-5560,https://opelikasportsplex.com,,"Expressions of a BraveHeart, also known as BraveHearts, is a fine arts program offering art, music, and dance classes to enhance the quality of life for preteens, youth, and young adults ages 11–21 years old with moderate to severe disabilities. BraveHearts is a safe, respectful, and understanding setting where your family member can develop friendships, explore fine arts, and enhance self-esteem. To find new interests and passions, to connect to a more meaningfully and widen social groups, and to practice inclusion and encourage diversity. Each participant is matched with 1-3 Auburn student volunteers who serve as individual coaches/buddies during all activities."
,Recreation and Enrichment,Family Karate Center,8159 Vaughn Road,Montgomery,AL,36117,(334) 277-4911,,,"Karate center that specializes in teaching special needs students- autistic, Asperger's Syndrome, Attention Deficit Disorder, ADHD, Down Syndrome, Hearing and Visually impaired, all wheel chairs welcome. Come try a free class."
,Recreation and Enrichment,Girl Scouts of Southern Alabama,2501 Bell Road,Montgomery,AL,36117,(334) 272-9164,https://girlscoutssa.org,,"Helps girls self value, social and volunteering skills through troop service."
,Recreation and Enrichment,Huntingdon College Ability Sport Network,1500 E. Fairview Ave.,Montgomery,AL,36106,(334) 833-4465,https://huntingdon.edu,,"The Ability Sport Network (ASN) at Huntingdon College serves youth and young adults with physical disabilities, ages 6-21, in the River Region who have a desire to participate in sport and adapted activity. Ability Sport Network at Huntingdon College. Our email is asninfo@hawks.huntingdon.edu."
,Recreation and Enrichment,Montgomery Miracle League,,Montgomery,AL,,(334) 430-9810,Facebook under Montgomery Miracle League,,The Miracle League provides an opportunity for children and adults with physical and/or cognitive disabilities a chance to play baseball.
,Recreation and Enrichment,Outdoor Friends Forever,,,,,,https://outdoorfriendsforever.com,,Our mission is to pair people with special needs with people with special talents and form a bond in the outdoors that will last forever.
,Recreation and Enrichment,Resource Roundup,,,,,,Facebook: Resourceroundup1,,A place where you can find out what's happening in our special needs community. A place to unify all of the available local resources!
,Recreation and Enrichment,Special Olympics Alabama,880 South Court Street,Montgomery,AL,36104,(334) 242-3383,https://specialolympicsalabama.com,,Offers year-round sports training and athletic competitions in 18 individual and team Olympic-type sports for children and adults with intellectual disabilities.
,Recreation and Enrichment,Storybook Farms,300 Cusseta Road,Opelika,AL,36801,(334) 444-5966,https://hopeonhorseback.org,,"Storybook Farm connects children experiencing physical, cognitive, social, or mental health challenges with the restorative power of animals. It is our passionate belief that animals can change a child's life through their trust, unconditional love, and respect. Our six outdoor programs fuel confidence and accomplishment while reintroducing a sense of normalcy back into the lives of children impacted by adversity. Each activity is designed to enhance relationships through animals and nature. Session themes vary, but always encompass the imagination and create whimsy and wonder. Activities are educational, but don't tell the kids. Our overarching goal is to help children be children. Year-round program content is tailored to meet each child's capabilities, needs and interests. We follow Auburn University's academic calendar to accommodate our passionate, eager to change the world college student volunteers. To discuss programming options for child, please contact Sara Medley at sara@hopeonhorseback.org."
,Recreation and Enrichment,Swim Prep,2212 Howard Murfee Blvd.,Prattville,AL,36056,(334) 356-6116,https://swimprepllc.com,,Adapted Swim Lessons for those with Special Needs. Lessons are customized to each child's abilities. New facility coming to Prattville with a year round lessons and indoor heated pool.
,Recreation and Enrichment,Therapeutic Recreation Center,604 Augusta St,Montgomery,AL,36111,(334) 240-4575,https://montgomeryal.gov,,"One of Montgomery's proudest accomplishments, makes recreation accessible to our city's special population. The center offers a 26,000 square foot facility that is barrier free, and features a large gymnasium, indoor/outdoor swimming pools, weight room, game rooms, meeting rooms, locker rooms and a kitchen. Spring Prom and Special Olympic competitions are held here."
a,Schools & Tutoring,Easter Seals of Central Alabama,2185 Normandie Drive,Montgomery,AL,36111,(334) 288-0240,https://eastersealsca.org,,"Our goal is to provide quality life enhancing programs and services to meet the individual needs of our consumers. ESCA offers the following programs: Food School, Pediatric Occupational Therapy, Ready Readers Dyslexia & Testing Therapy, Autism Spectrum Disorder Diagnostic Clinic, ASL Interpreting Program, CARE Project, Certified Nurse Aide, Speech Therapy and Employment."
a,Schools & Tutoring,Mathnasium,3453 Malcolm Drive,Montgomery,AL,36116,(334) 521-8327,https://mathnasium.com/eastmontgomery,,"We specialize in teaching kids math the way that makes sense to them. We provide: Expert tutors, Custom learning plans and personalized instruction, and Homework help."
,Schools & Tutoring,Better Than Average,"2820 Fairlane Dr., Suite A3",Montgomery,AL,36116,(334) 802-1315,betterthanaverage.online,,Building Confidence. Creating individuals who love learning. Our peer tutors aim to build relationships with our students to make learning more engaging and relatable. We strive to show our students their potential and to strengthen confidence in their capabilities by celebrating their achievements. In-person and virtual.
,Schools & Tutoring,Churchill Academy,3265 McGehee Rd,Montgomery,AL,36111,(334) 301-9996,https://Churchillacademymontgomery.com,,"Churchill Academy was founded in 1996 to educate the many children in Montgomery and surrounding areas with unique learning differences that range from Attention Deficit Disorder to Learning Disabled to Gifted. We believe strongly that early intervention is essential to maximize the success of every child with special learning needs. Our youngest classroom, classroom A, identifies areas of strength and weakness in our 6 & 7 year olds and provides appropriate remedial instruction."
,Schools & Tutoring,Great Leaps Learning Center,114 Medical Center Drive,Prattville,AL,36066,(334) 491-3020,https://greatleapslearning.com,,"We offer the highest quality behavior analytical center-based services for children, families, and organizations in Alabama."
,Schools & Tutoring,Huntington Learning Center,3251 Malcolm Drive,Montgomery,AL,36116,(334) 277-9200,https://huntingtonhelps.com,,"Several teachers on staff to help with Special Education needs. Tutoring in reading, study skills, writing, phonics, spelling, math and ACT/SAT prep and exit exam. Students ages 5 - adult."
,Schools & Tutoring,Montgomery County Public School System,1153 South Lawrence St,Montgomery,AL,36104,(334) 269-3808,https://montgomery.ss12.sharpschool.com,,"Offers speech-language evaluations and therapy (if eligible) for children ages 3 and up. This service is available to children by law regardless of if they attend private, public or are homeschooled. Disabilities recognized include Autism, Deaf-Blindness, Developmental Delay, Emotional Disability, Hearing Impairment, Intellectual Disabilities, Multiple Disabilities, Orthopedic Impairment, Specific Learning Disability, Speech or Language Impairment, Traumatic Brain Injury and Visual Impairment."
,Schools & Tutoring,New Hope Academy,301 Water Street,Montgomery,AL,36067,(334) 361-9505,https://newhope4kids.com,,"We understand that each student learns differently, and our passion is to help students discover their potential. Our educational programs are designed with individual needs at the forefront of learning."
,Schools & Tutoring,"Speech and Hearing, Speech and Hearing Association of Alabama",,Birmingham,AL,,(205) 873-6667,https://alabamashaa.com,,Advance the disciplines of speech-language pathology and audiology in order to provide support for professionals while advocating quality services.
,Schools & Tutoring,Success Unlimited,2328 Fairlane Campus and 4500 Vaughn Road,Montgomery,AL,36106,(334) 213-0803,https://suacademy.com,,"Success Unlimited Academy is dedicated to teaching all children. In our Special Education Achievement Class, we have provided a special place of learning for those who need more one-on-one instruction and individualized lesson plans."
,Schools & Tutoring,Sylvan Learning Center - Montgomery,4240 Lomac St.,Montgomery,AL,36106,(334) 262-0043,https://sylvanlearning.com/Montgomery,,"One on one or small group for children with learning disabilities. Study skills, courses for credit writing/grammar, reading, math and SAT/ACT college preparation. Also individualized tutoring. Diagnostic evaluation and tests. Students improve skills, becoming more motivated and gaining in self-confidence. Degreed teachers."
,Schools & Tutoring,Sylvan Learning Center - Prattville,2046 Fairview Ave.,Prattville,AL,36066,(334) 380-4144,https://sylvanlearning.com/Prattville,,Individualized tutoring for children with special needs and/or learning disabilities. Certified teachers.
,Spina Bifida,Spina Bifida Association of Alabama,1717 6th Avenue,Birmingham,AL,35249,(256) 617-1414,https://sbaofal.org,,Strives to provide families affected by Spina Bifida with the most up-to-date medical and social information related to this birth defect.
,Support & Educational Services,Alabama Council for Developmental Disabilities,"RSA Union Building, 100 North Union Street, Post Office Box 301410",Montgomery,AL,36130,(334) 242-3973,https://acdd.org,,"ACDD works to achieve equality of opportunity for all citizens. We promote independence, advocacy, productivity, and inclusion for Alabamians with developmental disabilities."
,Support & Educational Services,Dianne Craft – Child Diagnostics,,,,,(303) 694-0532,https://diannecraft.org,,"Wonderful website filled with information, articles, resources for learning disabilities, dyslexia, auditory processing, right/left brain learning. Nutritional therapy and supplement recommendations. You can purchase Dianne's DVDs, CDs, Books, vitamins, and other various products through her online store."
,Support & Educational Services,Easter Seals Alabama,5960 East Shirley Lane,Montgomery,AL,36117,(334) 395-4489,https://easterseals.com,,"Consists of eight community rehabilitation program sites and the world's largest barrier free recreational camp, Camp ASCCA. Easter Seals Alabama services include: Medical Rehabilitation, Early Intervention, Physical Therapy, Occupational Therapy, Speech and Hearing Therapy, Job Training and Employment, Child Care & Camping and Recreation."
,Support & Educational Services,March of Dimes Alabama Chapter,"3500 Blue Lake Dr., Ste. 198",Birmingham,AL,35243,(205) 824-0103,https://marchofdimes.org,,March of Dimes fights for the health of all moms and babies while advocating for policies to protect them.
,Support & Educational Services,Meredith Mitchell's Methods,,,,,,https://meredithmitchellsmethods.com,,It is my passion to help families with children who have disabilities get the best individualized Education Plan possible. Let me help you master the IEP maze and get the best IEP for your child. Let's schedule 20 minutes together so you can share your top 3 concerns with me. I'll share with you the next steps you can take for you child and we'll see if we're a perfect fit to build your child's IEP together.
,Support & Educational Services,Montgomery Children's Specialty Center,2853 Forbes Drive,Montgomery,AL,36110,(334) 261-3445,https://montgomerychildrenscare.com,,"We are Montgomery's preferred children's nursing and rehabilitation facility. Providing services to children with severe developmental disabilities that require on-going nursing care. Our team of professionals will create a plan of care that promotes a nurturing environment of respect, growth and healing."
,Support & Educational Services,Montgomery Public Schools Dept. of Special Education,1153 S Lawrence St,Montgomery,AL,36104,(334)269.3808 Extn: 74003,mps.k12.al.us/departments/special_education,,"Provides educational services to more than 3,200 students throughout the district. The system has special education teachers, paraprofessionals, speech pathologists and related service personnel which provide instruction and related services to students who have a disability. Students are eligible for special education services from the age of 3 through 21."
,Support & Educational Services,NeuroKinetic Solutions,6933 Oakside Drive,Montgomery,AL,36117,(334) 625-0068,https://neurokineticsolutions.com,,"A coordinated body is an organized brain. Brain Pump classes and Educational Consulting offered. A coordinated body is an organized brain. NKS provides educational consulting services, teacher training and public speaking engagements on how to incorporate purposeful movement into classroom/physical education settings. Professional development can include anything from a one hour conference/presentation or keynote speech to a six hour workshop for teachers and administrators in a school, school system, or specific teaching field. Also, Brain Pump is a group exercise class, targeting children 4-12 years of age. Brain Pump combines traditional therapy and exercise concepts with the latest cutting edge research on movement and the brain."
,Support & Educational Services,Partners in Policymaking of Alabama,100 N Union Street,Montgomery,AL,36130,(334) 242-3973,https://acdd.org,,"To support independence, advocacy, productivity, and inclusion for Alabamians with developmental disabilities. ACDD is dedicated to the vision that all Alabamians, regardless of disability, will live, learn, work, and play in inclusive communities."
,Support & Educational Services,Service Dogs Alabama,8365 Mobile Hwy.,Hope Hull,AL,36043,(334) 676-3733,https://ServiceDogsAlabama.org,,"Service Dogs Alabama is a multi-functional Service Dog training organization including K-9s 4 Kids. We are the only non-profit organization in Alabama who trains Service Dogs a child's specific needs and gives them to their families free of charge. We train Service Dogs for Asperger's Syndrome, wheelchair assistance, balance and mobility, Diabetic Alert, and seizure assistance."
,Support & Educational Services,The Listening Program,,,,,(888) 228-1798,https://thelisteningprogram.com,,"The Listening Program (TLP) is a music listening therapy that provides engaging brain stimulation to improve performance in school, work and life. It gently trains the auditory system to accurately process sound. Auditory processing problems can lead to academic, emotional, cognitive and social challenges, including problems with ADD, Listening, Speech & language, memory, communication, Social skills, reading, Sensory Integration, Balance and coordination and self regulation. Auditory processing problems are often found in children and adults with Autism Spectrum Disorder, ADD, dyslexia and learning disabilities."
,Support & Educational Services,The Southeast ADA Center,1419 Mayson St. NE,Atlanta,GA,,(800) 949-4232,https://adasoutheast.org,,"The Center provides information, training, and guidance on the Americans with Disabilities Act (ADA) and disability access. The Center serves eight states in the Southeast Region including Alabama, Florida, Georgia, Kentucky, Mississippi, North Carolina, South Carolina and Tennessee."
,Therapy/Behavioral,The Learning Tree,,Montgomery,AL,,(334) 252-0025,https://learning-tree.org,,"Preschool services, consultation and training, child and adolescent services (education and residential), and behavioral services throughout Alabama."
,Therapy/Behavioral,Trellis Behavior and Learning Solutions,2361 Fairlane Drive,Montgomery,AL,36116,(334) 790-7460,https://trellisbehavior.org,,"Providing in-home, school-based, and clinic-based applied behavior analysis (ABA) therapy services for children and adolescents with communication, social, and behavioral concerns. ABA therapy utilizes the principles of learning and behavior to reduce problem behaviors and teach new skills that result in an improvement in the quality of life for children and their families. Some of the skills that ABA therapy can address include communication skills, social skills, coping skills, daily living skills, toileting skills, motor skills, attending skills, and compliance."
,Therapy/Behavioral,"Works of Wonder Therapy Beth Long, PhD, LLC",1320 Carmichael Way,Montgomery,AL,36106,(334) 356-4900,https://worksofwondertherapy.com,,"Dr. Beth Long received her education in Counseling Psychology from Chapman University in California. She is a Licensed Professional Counselor and Board Certified Behavior Analyst. As a military wife, Beth has had the opportunity to work in six unique clinical environments across the country. She recently opened a private practice in Montgomery where she specializes in child and family counseling. As a behavior analyst, Beth consults with families and school systems to help children with challenging behaviors. Clients work with Beth to develop a personalized, step-by-step treatment plan. Along with counseling, Works of Wonder Therapy proudly provides services for families of children with special needs. Beth understands the struggles that families of children with special needs face, and she would love to support you as you navigate each step of this process. Beth is happy to assist your family with everything from interpreting the diagnosis through the IEP process."
,Therapy/Speech,AUM Speech and Hearing Clinic,7177 Halcyon Summit Drive,Montgomery,AL,36117,(334) 244-3408,Facebook: AUM SHC,,"AUMSHC is a full-service speech and hearing clinic. \We offer speech and hearing diagnostic testing and rehabilitative therapy, as well as hearing aid services. We are a non-profit research/teaching organization, associated with the university. We train students in communication disorders and supervise doctoral level students from main campus that do clinical rotations here with us in their second year. We proudly serve the AUM family and surrounding River Region communities. Our patients are all ages from birth and up."
,Therapy/Speech,Comprehensive Therapy Center Baptist Speech and Hearing Clinic,"Baptist East Hospital, 400 Taylor Road",Montgomery,AL,36117,(334) 244-8345,https://baptistfirst.org,,"Provide speech, hearing, OT and physical therapy department and swallow and feeding therapy. We see patients from birth to geriatric. Only facility offering families and the communities of central Alabama comprehensive rehabilitation services. Individualized treatment is provided by experienced and licensed occupational, physical and speech therapists."
,Therapy/Speech,WeCare Therapy Services,3911 Fain Court,Montgomery,AL,36109,(334) 328-6615,Facebook: WeCare Therapy Services,,We are honored to offer an array of skilled and professional speech therapy services to individuals of all ages who may have speech related conditions. Articulation • Language • Stroke
,Websites & Publications,ADDitude Magazine,,,,,(888) 762-8475,https://additudemag.com,,Bi-monthly lifestyle magazine for individuals with ADD/ADHD.
,Websites & Publications,Attention,,,,,(800) 233-4050,https://chadd.org,,Bi-monthly magazine with information and support for people affected by ADHD
,Websites & Publications,ESpecial Needs,,,,,,https://especialneeds.com,,"Especial Needs is dedicated to providing our clients with the best selection of adaptive equipment, rehab equipment and therapy solutions for children and adults with special needs. With over 10,000 special needs products focused to mobility, sensory needs and independent living, our experienced staff strives to provide the highest quality service. From the homepage, at the bottom, click on ""Funding"" to see a list of funding resources."
,Websites & Publications,Exceptional Parent Magazine,,,,,(877) 372-7368,https://exceptionalparent.com,,"Monthly publication that provides information, support, ideas, encouragement and outreach for parents and families of children with disabilities and the professionals who work with them."
,Websites & Publications,Joyful Journey Mom's Ultimate Guide,,,,,,https://joyfuljourneymom.com/ultimate-list-of-grants-and-resources-for-families-with-special-needs,,"Joyful Journey Mom posted the ""Ultimate List of Grants and Resources for Families with Special Needs""."
,Websites & Publications,Tommy Hilfiger Adaptive Clothing,,,,,,https://tommy.com,,Tommy Hilfiger proudly partnered with Runway of Dreams™ to create a very special collection addressing the challenges the differently-abled community faces each day when getting dressed. Faux buttons and cuff plackets conceal a patented MagnaReady® magnet closure for ease of dressing.
